2.326768e-06, 0.001267
2.326818e-06, 0.001281
2.326868e-06, 0.001115
2.326918e-06, 0.001557
2.326968e-06, 0.001834
2.327018e-06, 0.001474
2.327068e-06, 0.001073
2.327118e-06, 0.001060
2.327168e-06, 0.001502
2.327218e-06, 0.001737
2.327268e-06, 0.001253
2.327318e-06, 0.001129
2.327368e-06, 0.001488
2.327418e-06, 0.000949
2.327468e-06, 0.000161
2.327518e-06, 0.000742
2.327568e-06, 0.001516
2.327618e-06, 0.000990
2.327668e-06, 0.000175
2.327718e-06, 0.000133
2.327768e-06, 0.000354
2.327818e-06, 0.000188
2.327868e-06, 0.000175
2.327918e-06, 0.000728
2.327968e-06, 0.000769
2.328018e-06, -0.000240
2.328068e-06, -0.000849
2.328118e-06, -0.000406
2.328168e-06, -0.000060
2.328218e-06, -0.000116
2.328268e-06, -0.000157
2.328318e-06, -0.000240
2.328368e-06, -0.000157
2.328418e-06, -0.000019
2.328468e-06, -0.000268
2.328518e-06, -0.000116
2.328568e-06, 0.000576
2.328618e-06, 0.000354
2.328668e-06, -0.000116
2.328718e-06, 0.000783
2.328768e-06, 0.001156
2.328818e-06, -0.000143
2.328868e-06, -0.000378
2.328918e-06, 0.000686
2.328968e-06, 0.000188
2.329018e-06, -0.000890
2.329068e-06, -0.000213
2.329118e-06, 0.000493
2.329168e-06, 0.000285
2.329218e-06, 0.000341
2.329268e-06, 0.000023
2.329318e-06, -0.000448
2.329368e-06, 0.000479
2.329418e-06, 0.000700
2.329468e-06, -0.000766
2.329518e-06, -0.000434
2.329568e-06, 0.001253
2.329618e-06, 0.000825
2.329668e-06, -0.000033
2.329718e-06, 0.000603
2.329768e-06, 0.000368
2.329818e-06, -0.000171
2.329868e-06, 0.001239
2.329918e-06, 0.002193
2.329968e-06, 0.000907
2.330018e-06, 0.000216
2.330068e-06, 0.001115
2.330118e-06, 0.001737
2.330168e-06, 0.002138
2.330218e-06, 0.003051
2.330268e-06, 0.003383
2.330318e-06, 0.002954
2.330368e-06, 0.002954
2.330418e-06, 0.003065
2.330468e-06, 0.002899
2.330518e-06, 0.003590
2.330568e-06, 0.004710
2.330618e-06, 0.004710
2.330668e-06, 0.004669
2.330718e-06, 0.005540
2.330768e-06, 0.005692
2.330818e-06, 0.004987
2.330868e-06, 0.005139
2.330918e-06, 0.005609
2.330968e-06, 0.005775
2.331018e-06, 0.006646
2.331068e-06, 0.007240
2.331118e-06, 0.006839
2.331168e-06, 0.007752
2.331218e-06, 0.009812
2.331268e-06, 0.010587
2.331318e-06, 0.011430
2.331368e-06, 0.013808
2.331418e-06, 0.015869
2.331468e-06, 0.017818
2.331518e-06, 0.021400
2.331568e-06, 0.025258
2.331618e-06, 0.028770
2.331668e-06, 0.032932
2.331718e-06, 0.036541
2.331768e-06, 0.039458
2.331818e-06, 0.043496
2.331868e-06, 0.047644
2.331918e-06, 0.050714
2.331968e-06, 0.053866
2.332018e-06, 0.056549
2.332068e-06, 0.058181
2.332118e-06, 0.060752
2.332168e-06, 0.063836
2.332218e-06, 0.065454
2.332268e-06, 0.066961
2.332318e-06, 0.069408
2.332368e-06, 0.071483
2.332418e-06, 0.073266
2.332468e-06, 0.074884
2.332518e-06, 0.075631
2.332568e-06, 0.076557
2.332618e-06, 0.077802
2.332668e-06, 0.078092
2.332718e-06, 0.078410
2.332768e-06, 0.079281
2.332818e-06, 0.079198
2.332868e-06, 0.078617
2.332918e-06, 0.078299
2.332968e-06, 0.077511
2.333018e-06, 0.077304
2.333068e-06, 0.077677
2.333118e-06, 0.076364
2.333168e-06, 0.074760
2.333218e-06, 0.074732
2.333268e-06, 0.073985
2.333318e-06, 0.072520
2.333368e-06, 0.072146
2.333418e-06, 0.070556
2.333468e-06, 0.067583
2.333518e-06, 0.066477
2.333568e-06, 0.065578
2.333618e-06, 0.062578
2.333668e-06, 0.060559
2.333718e-06, 0.059702
2.333768e-06, 0.056424
2.333818e-06, 0.052912
2.333868e-06, 0.052470
2.333918e-06, 0.051474
2.333968e-06, 0.047782
2.334018e-06, 0.045280
2.334068e-06, 0.044353
2.334118e-06, 0.041837
2.334168e-06, 0.038435
2.334218e-06, 0.035946
2.334268e-06, 0.033955
2.334318e-06, 0.032061
2.334368e-06, 0.029447
2.334418e-06, 0.026073
2.334468e-06, 0.024055
2.334518e-06, 0.022727
2.334568e-06, 0.019644
2.334618e-06, 0.017099
2.334668e-06, 0.016602
2.334718e-06, 0.014638
2.334768e-06, 0.011555
2.334818e-06, 0.010545
2.334868e-06, 0.009370
2.334918e-06, 0.006729
2.334968e-06, 0.005484
2.335018e-06, 0.005028
2.335068e-06, 0.003521
2.335118e-06, 0.002553
2.335168e-06, 0.002097
2.335218e-06, 0.001143
2.335268e-06, 0.001129
2.335318e-06, 0.001322
2.335368e-06, 0.000175
2.335418e-06, -0.000309
2.335468e-06, 0.000368
2.335518e-06, 0.000327
2.335568e-06, 0.000313
2.335618e-06, 0.000825
2.335668e-06, 0.000617
2.335718e-06, 0.000742
2.335768e-06, 0.001917
2.335818e-06, 0.002166
2.335868e-06, 0.001654
2.335918e-06, 0.002373
2.335968e-06, 0.003521
2.336018e-06, 0.003590
2.336068e-06, 0.003728
2.336118e-06, 0.004710
2.336168e-06, 0.005056
2.336218e-06, 0.004489
2.336268e-06, 0.005056
2.336318e-06, 0.006715
2.336368e-06, 0.007296
2.336418e-06, 0.007088
